df,gamma2,p_true,err_edge_pct,err_sad_pct,winner
5,6.0,0.015049623948731284,215.29308836003307,91.70235953485482,Saddlepoint
6,3.0,0.012004098377865471,111.57360941960617,52.36398848389831,Saddlepoint
8,1.5,0.008535840616891317,52.29712971467137,24.574223976700658,Saddlepoint
10,1.0,0.006671827511284783,31.355536513481358,13.959318969419394,Saddlepoint
15,0.5454545454545454,0.004486368738611661,13.068389286497105,4.8003616472733395,Saddlepoint
30,0.23076923076923078,0.002694982032825972,3.020209758348163,0.48652655951236007,Saddlepoint
