pi,delta,gamma1,abs_gamma1,gamma2,regime,neg_density,p_true_-2.0,p_edge_-2.0,p_sad_-2.0,err_edge_-2.0,err_sad_-2.0,sq_err_edge_-2.0,sq_err_sad_-2.0,p_true_-2.33,p_edge_-2.33,p_sad_-2.33,err_edge_-2.33,err_sad_-2.33,sq_err_edge_-2.33,sq_err_sad_-2.33,p_true_-3.0,p_edge_-3.0,p_sad_-3.0,err_edge_-3.0,err_sad_-3.0,sq_err_edge_-3.0,sq_err_sad_-3.0,p_true_-3.5,p_edge_-3.5,p_sad_-3.5,err_edge_-3.5,err_sad_-3.5,sq_err_edge_-3.5,sq_err_sad_-3.5,es_true,es_edge,es_sad,es_relerr_edge,es_relerr_sad,loss_diff,g1_star_theoretical,predicted_inside,empirical_inside
0.018235294117647058,6.085714285714285,-1.8128574657931478,1.8128574657931478,7.925140736625446,Moderate,True,0.040570170076137224,0.04542864218807864,0.10965733278895484,0.004858472111941417,0.06908716271281762,2.3604751262512492e-05,0.004773036051707337,0.02795620821612845,0.052762321982026586,0.08455807333251997,0.024806113765898134,0.056601865116391516,0.0006153432801666809,0.0032037711346541787,0.01954206171699595,0.06720462722636884,0.04878763564164017,0.047662565509372895,0.029245573924644216,0.0022717201509352626,0.0008553035941818297,0.01837507817092098,0.05998016626701324,0.03174998911960526,0.04160508809609226,0.013374910948684284,0.0017309833554835976,0.00017888824288523475,-6.8078397427645445,-5.4377113328422935,-5.75852834991129,20.125744166913453,15.413279872935835,0.001416416556753433,,False,False
0.018235294117647058,6.3428571428571425,-1.9509599116941703,1.9509599116941703,8.740170366766328,Moderate,True,0.040570442486496036,0.04007932849933325,0.11459683633117923,0.0004911139871627834,0.0740263938446832,2.411929483869266e-07,0.00547990698564815,0.027957237229899762,0.0485130552618038,0.08931086611555566,0.02055581803190404,0.0613536288856559,0.00042254165496075123,0.0037642677774387904,0.019553015956189034,0.06932570577582861,0.05275383573405766,0.04977268981963957,0.03320081977786862,0.002477320651882053,0.0011022944339225123,0.018422915128450474,0.06622625841348466,0.03499117593826144,0.04780334328503419,0.016568260809810966,0.002285159629226823,0.00027450726626191796,-7.064982584381332,-5.588470719582183,-5.962845720036445,20.89901634100694,15.599994071908942,0.0013750262179595407,,False,False
0.018235294117647058,6.6,-2.088545059107743,2.088545059107743,9.571512476942859,Moderate,True,0.04057053219730311,0.034317909944800364,0.1194454470029836,0.006252622252502747,0.07887491480568048,3.9095285032492527e-05,0.006221252185603355,0.027957605955967975,0.04324833235236197,0.094008043713083,0.015290726396393998,0.06605043775711503,0.0002338063137293802,0.0043626603279065266,0.019557674969703377,0.07017583251259486,0.05674291391828376,0.050618157542891486,0.03718523894858038,0.002562197873036982,0.0013827419956630195,0.018446036607823835,0.07193826030816819,0.03830213946060892,0.05349222370034436,0.019856102852785083,0.0028614179964076827,0.0003942648205003799,-7.322125438484477,-5.739105025987957,-6.168555088794874,21.619684418083,15.754583274776117,0.0011794558773739626,,False,False
0.018235294117647058,6.857142857142857,-2.2251159992895957,2.2251159992895957,10.414992925538098,Moderate,True,0.040570559860177324,0.02833595227352198,0.12419891712168789,0.012234607586655344,0.08362835726151056,0.0001496856227994445,0.006993702138258846,0.027957729670077397,0.03710743983353013,0.09864213081046161,0.009149710163452736,0.07068440114038421,8.371719607519029e-05,0.004996284564574749,0.019559530384067294,0.06963910654034788,0.060742492306318424,0.050079576156280586,0.04118296192225113,0.002507963947992707,0.0016960363526895862,0.018456500770090156,0.07688473451029947,0.04166962517859128,0.05842823374020931,0.023213124408501127,0.0034138584980005333,0.0005388491448045508,-7.579268295069806,-5.889726352232284,-6.375509597007349,22.29162337394155,15.882254740150609,0.0008119275953031209,,False,False
0.018235294117647058,7.114285714285714,-2.3602380042050655,2.3602380042050655,11.266694091970454,Moderate,True,0.04057056784711195,0.022329733223174785,0.1288543307423364,0.018240834623937167,0.08828376289522445,0.00033272804777782495,0.0077940227909402094,0.027957768535761804,0.030259053180793215,0.10320718051670623,0.002301284645031411,0.07524941198094443,5.295911017457347e-06,0.005662474003477903,0.01956022225032819,0.06764468739107174,0.06474170810972302,0.04808446514074355,0.04518148585939483,0.0023121157878713814,0.0020413666644626947,0.018460935113313204,0.08084607823246821,0.045081482327148724,0.06238514311915501,0.02662054721383552,0.0038919060819974536,0.0007086535339640461,-7.836411152116117,-6.040429293980921,-6.583581994346193,22.918423029019035,15.98728210466107,0.00027074912340868673,,False,False
0.018235294117647058,7.371428571428571,-2.4935357404517546,2.4935357404517546,12.122984985204786,Severe,True,0.0405705700063081,0.01649246829458753,0.1334098705650709,0.02407810171172057,0.0928393005587628,0.000579754982039961,0.008619135728240294,0.027957779968335608,0.022893021029933805,0.1076985549293001,0.005064758938401803,0.07974077496096449,2.565178310412096e-05,0.006358591191375182,0.019560463816841,0.06416915330952129,0.06873109155474821,0.04460868949268029,0.049170627737907216,0.0019899351782543652,0.0024177506321398506,0.018462694613387946,0.08362450352571368,0.04852665569241536,0.06516180891232573,0.030063961079027417,0.004246061340726453,0.0009038417557612753,-8.093554009244508,-6.191292872550147,-6.792661531662024,23.503409435726102,16.073192025364843,-0.0004278154538854854,,False,False
0.018235294117647058,7.628571428571428,-2.6246897303202865,2.6246897303202865,12.98053920814953,Severe,True,0.04057057055286075,0.011007578277504483,0.1378646208352662,0.02956299227535627,0.09729405028240545,0.0008739705122727744,0.009466132220355241,0.027957783117179842,0.015211966177957217,0.11211273174141158,0.012745816939222625,0.08415494862423173,0.00016245584944817441,0.007082055377947082,0.019560542790750698,0.05923633831171023,0.07270244088616422,0.039675795520959525,0.05314189809541352,0.001574168750220992,0.002824061333183315,0.01846334832096165,0.08505264639411274,0.05199515302794456,0.06658929807315109,0.03353180470698291,0.004434134617874963,0.001124381926907241,-8.350696866383997,-6.342382409616243,-7.00265141429319,24.049663026953947,16.14290967161564,-0.0012498925829623228,,False,False
0.018235294117647058,7.885714285714285,-2.753432325011569,2.753432325011569,13.836342788870608,Severe,True,0.04057057068239918,0.0060432042416242795,0.14221840130456692,0.0345273664407749,0.10164783062216774,0.0011921390333355488,0.010332281470192902,0.02795778392923705,0.0074232000478073965,0.11644713510712813,0.020534583881429654,0.08848935117789108,0.00042166913518347054,0.007830365271884134,0.019560566965491143,0.05291490240252537,0.07664869930241718,0.03335433543703423,0.05708813233692603,0.0011125116924461972,0.0032590548537183794,0.018463575731731418,0.08500034459061448,0.05547799597417624,0.06653676885888306,0.03701442024244482,0.00442714161018043,0.001370067305884309,-8.607839723526512,-6.493751281587169,-7.213466705409668,24.560034919809475,16.198872921690377,-0.002146543161272182,,False,False
0.018235294117647058,8.142857142857142,-2.879543406548954,2.879543406548954,14.687693799482227,Severe,True,0.04057057071114606,0.0017480566379202665,0.14647162780043727,0.03882251407322579,0.1059010570892912,0.0015071875989658143,0.011215033892629315,0.027957784125324202,0.0,0.12069998862343267,0.027957784125324202,0.09274220449810847,0.0007816376931982299,0.00860111649516897,0.019560573894484824,0.045314015079729784,0.08056383700134462,0.02575344118524496,0.061003263106859794,0.0006632397328818713,0.003721398109684761,0.018463649806587056,0.08337930616019552,0.0589671605535858,0.06491565635360846,0.04050351074699875,0.004214042439819787,0.001640534382832243,-8.864982580669333,-6.645442524988203,-7.425032588257675,25.037162064153176,16.243122637957136,-0.0030581583768028897,,False,False
0.018235294117647058,8.399999999999999,-3.002845990439474,3.002845990439474,15.532195525696512,Severe,True,0.04057057071711925,0.0,0.15062519546214906,0.04057057071711925,0.1100546247450298,0.0016459712083127741,0.012112020427769326,0.027957784169658252,0.0,0.1248701881653075,0.027957784169658252,0.09691240399564924,0.0007816376956771935,0.00939201404821593,0.019560575754033364,0.03657760588768354,0.0844427402926389,0.017017030133650173,0.06488216453860554,0.00028957931456955805,0.004209695275214682,0.018463672398958065,0.08014557210723076,0.06245551181893326,0.0616818997082727,0.0439918394199752,0.0038046567516214123,0.0019352819355528837,-9.122125437812615,-6.797490280814302,-7.63728292209078,25.483481594786472,16.27737445449867,-0.003920115960645124,,False,False
0.018235294117647058,8.657142857142857,-3.1232018617255712,3.1232018617255712,16.367744753841265,Severe,True,0.04057057071828136,0.0,0.15468038120139602,0.04057057071828136,0.11410981048311467,0.0016459712084070687,0.013021048848492346,0.0279577841790436,0.0,0.12895719233630626,0.0279577841790436,0.10099940815726266,0.0007816376962019806,0.010200880448117336,0.01956057622130851,0.026877660916393428,0.08828110885195647,0.007317084695084918,0.06872053263064797,5.353972843504595e-05,0.004722511605039952,0.018463678850787986,0.07529983933956941,0.065936736032987,0.05683616048878142,0.04747305718219901,0.0032303491391065184,0.0022536911582243372,-9.379268294955036,-6.949921078453902,-7.850159034595475,25.901244533199275,16.303076234444063,-0.004668971876604906,,False,False
0.018235294117647058,8.914285714285715,-3.240507343153078,3.240507343153078,17.1925165300255,Severe,True,0.04057057071849306,0.0,0.15863876241324976,0.04057057071849306,0.1180681916947567,0.0016459712084242462,0.013940097890069815,0.027957784180903916,0.0,0.13296092841164164,0.027957784180903916,0.10500314423073773,0.0007816376963060013,0.01102566029834111,0.019560576331250707,0.016407028610287058,0.09207536157050764,0.0031535477209636495,0.07251478523925693,9.944863228395029e-06,0.005258394078295555,0.018463680575962173,0.0688858423251233,0.06940527281392363,0.05042216174916113,0.05094159223796145,0.0025423943954585677,0.002595045819738734,-9.636411152097896,-7.102754965332501,-8.063608708064221,26.292528896650545,16.321454317474487,-0.00524844921506716,,False,False
0.018235294117647058,9.17142857142857,-3.354689265735014,3.354689265735014,18.00494653406901,Severe,True,0.04057057071852915,0.0,0.16250214938688626,0.04057057071852915,0.1219315786683571,0.001645971208427175,0.014867309876557757,0.027957784181249168,0.0,0.1368817118140263,0.027957784181249168,0.10892392763277714,0.0007816376963253062,0.011864422010950471,0.01956057635547111,0.005372152121453429,0.09582255102782204,0.014188424234017682,0.07626197467235094,0.00020131138224446023,0.005815888780926296,0.018463681007889553,0.06098708747087706,0.07285624894890037,0.04252340646298751,0.05439256794101082,0.0018082400972164478,0.002958551447217478,-9.893554009240754,-7.256006498066249,-8.277585324716474,26.65925216268076,16.33355094655506,-0.005614577398681836,,False,False
0.018235294117647058,9.428571428571427,-3.465701188690374,3.465701188690374,18.80371200958128,Severe,True,0.040570570718534926,0.0,0.1662725292415324,0.040570570718534926,0.12570195852299748,0.0016459712084276436,0.015800982376517378,0.02795778418130917,0.0,0.14072017734758,0.02795778418130917,0.11276239316627082,0.0007816376963286611,0.01271535731258464,0.01956057636046711,0.0,0.09952028633308384,0.01956057636046711,0.07995970997261673,0.00038261614755366477,0.006393555218904983,0.01846368110914421,0.051722291972352424,0.0762854150195485,0.033258610863208214,0.05782173391040429,0.0011061351965503115,0.003343352912405597,-10.150696866383603,-7.409685598919791,-8.492047142260407,27.003183166086945,16.340254722965874,-0.006010939071351318,,False,False
0.018235294117647058,9.685714285714285,-3.5735198970872015,3.5735198970872015,19.587712007788916,Extreme,True,0.04057057071853579,0.0,0.16995201954183495,0.04057057071853579,0.12938144882329916,0.0016459712084277134,0.01673955929961598,0.02795778418131893,0.0,0.14447722060503776,0.02795778418131893,0.11651943642371883,0.000781637696329207,0.013576779064501054,0.01956057636143202,0.0,0.10316666390270396,0.01956057636143202,0.08360608754127194,0.0003826161475914131,0.006989977873958827,0.018463681131369352,0.041239901612471555,0.07968908556263153,0.022776220481102203,0.061225404431262176,0.0005187562194037794,0.003748550147771618,-10.407839723526463,-7.563798301188701,-8.706956678703955,27.325953299501066,16.34232549697836,-0.006607361726367414,,False,False
0.018235294117647058,9.942857142857143,-3.6781421909413843,3.6781421909413843,20.356047539832726,Extreme,True,0.04057057071853591,0.0,0.17354283003115686,0.04057057071853591,0.13297225931262097,0.0016459712084277234,0.017681621746702913,0.027957784181320416,0.0,0.14815394814779098,0.027957784181320416,0.12019616396647056,0.0007816376963292901,0.014447117832254677,0.01956057636160651,0.0,0.10676020563891335,0.01956057636160651,0.08719962927730684,0.0003826161475982393,0.007603775346099749,0.018463681135937052,0.02971205518141619,0.08306408317746891,0.011248374045479136,0.06460040204153186,0.00012652591866700867,0.004173211943927554,-10.664982580669328,-7.718347389369717,-8.922280186686619,27.62906708015159,16.340414818317857,-0.00722115919850151,,False,False
0.018235294117647058,10.2,-3.7795819684190453,3.7795819684190453,21.108002091475548,Extreme,True,0.040570570718535925,0.0016889681139990803,0.17704723116518428,0.038881602604536845,0.13647666044664836,0.0015117790210971264,0.018625878846669754,0.02795778418132063,0.0,0.15175163523093146,0.02795778418132063,0.12379385104961083,0.0007816376963293021,0.01532491755769323,0.01956057636163605,0.0,0.11029980392388407,0.01956057636163605,0.09073922756224802,0.000382616147599395,0.008233607418593431,0.018463681136816023,0.017328333690593705,0.0864076867647267,0.0011353474462223179,0.06794400562791067,1.289013823643539e-06,0.004616387900765556,-10.922125437812188,-7.873332949474849,-9.137987203253807,27.91391204666518,16.33508280706728,-0.007850991270994036,,False,False
0.018235294117647058,10.457142857142856,-3.877867597585077,3.877867597585077,21.843022835113906,Extreme,True,0.040570570718535925,0.0063337590842563,0.18046752833615792,0.03423681163427963,0.139896957617622,0.0011721592708811449,0.019571158750666725,0.02795778418132066,0.0,0.1552716900033722,0.02795778418132066,0.12731390582205154,0.0007816376963293036,0.01620883061566621,0.019560576361640738,0.0,0.11378467282977257,0.019560576361640738,0.09422409646813183,0.0003826161475995784,0.008878180355235814,0.018463681136974393,0.004289587530549104,0.08971758391925182,0.014174093606425289,0.07125390278227742,0.00020090492956370624,0.005077118661706241,-11.17926829495506,-8.028752839912826,-9.354050162693719,28.18176800054067,16.326812132105452,-0.008495564207636235,,False,False
0.018235294117647058,10.714285714285714,-3.973039565303406,3.973039565303406,22.560702775305792,Extreme,True,0.040570570718535925,0.011927565888429721,0.18380604085451172,0.028643004830106206,0.1432354701359758,0.0008204217256974875,0.020516399905074013,0.02795778418132066,0.0,0.15871562325511088,0.02795778418132066,0.1307578390737902,0.0007816376963293036,0.017097612479247216,0.019560576361641432,0.0,0.11721430495511484,0.019560576361641432,0.0976537285934734,0.00038261614759960556,0.009536250708207765,0.018463681137001108,0.0,0.09299182738718524,0.018463681137001108,0.07452814625018414,0.0003409075211288505,0.005554444583488837,-11.436411152097914,-8.184603095383897,-9.570444062464597,28.433815586609963,16.316019639526697,-0.00915363456060816,,False,False
0.018235294117647058,10.971428571428572,-4.065148387956156,4.065148387956156,23.260763983779903,Extreme,True,0.040570570718535925,0.018410100127976052,0.18706508490395019,0.022160470590559873,0.14649451418541426,0.0004910864567950691,0.02146064268642054,0.02795778418132066,0.0,0.16208502290980767,0.02795778418132066,0.134127238728487,0.0007816376963293036,0.017990116168928545,0.01956057636164153,0.0,0.12058843332349939,0.01956057636164153,0.10102785696185786,0.00038261614759960936,0.010206627882305612,0.01846368113700533,0.0,0.09622879542238022,0.01846368113700533,0.07776511428537489,0.0003409075211290064,0.0060474129998174175,-11.693554009240774,-8.340878267003117,-9.787146173976781,28.671144286743125,16.303066063212803,-0.009824011734706001,,False,False
0.018235294117647058,11.228571428571428,-4.154252766202398,4.154252766202398,23.943042015873782,Extreme,True,0.040570570718535925,0.025713976639557594,0.19024695981189976,0.014856594078978332,0.14967638909336384,0.00022071838762753403,0.022403021452028046,0.02795778418132066,0.0,0.16538153257181115,0.02795778418132066,0.13742374839049049,0.0007816376963293036,0.018885286621692837,0.01956057636164154,0.0,0.12390699781520256,0.01956057636164154,0.10434642145356102,0.00038261614759960974,0.01088817567016418,0.01846368113700595,0.0,0.09942715582962822,0.01846368113700595,0.08096347469262227,0.00034090752112902935,0.006555084234302887,-11.950696866383618,-8.497571715324325,-10.004135791328174,28.89475977566351,16.288264164167437,-0.010505559522564569,,False,False
0.018235294117647058,11.485714285714284,-4.240417964699818,4.240417964699818,24.60747155030382,Extreme,True,0.040570570718535925,0.03376676479157434,0.19335393708326365,0.006803805926961587,0.15278336636472772,4.629177509175762e-05,0.023342757037738616,0.02795778418132066,0.0,0.16860683353369957,0.02795778418132066,0.1406490493523789,0.0007816376963293036,0.019782155083727916,0.019560576361641543,0.0,0.12717011564214148,0.019560576361641543,0.10760953928049993,0.0003826161475996099,0.011579812944161457,0.018463681137006038,0.0,0.10258583345499578,0.018463681137006038,0.08412215231798974,0.00034090752112903255,0.007076536510611066,-12.207839723526478,-8.654675858241466,-10.221394012870025,29.105590716738288,16.27188557225445,-0.011197196796561847,,False,False
0.018235294117647058,11.742857142857142,-4.323714397280164,4.323714397280164,25.254073255924183,Extreme,True,0.040570570718535925,0.0424928312364426,0.19638825173453525,0.001922260517906678,0.15581768101599933,3.6950854987028494e-06,0.024279149717203716,0.02795778418132066,0.0,0.17176262973463982,0.02795778418132066,0.14380484555331915,0.0007816376963293036,0.020679833604613975,0.019560576361641543,0.0,0.13037805541807695,0.019560576361641543,0.11081747905643541,0.0003826161475996099,0.0122805136644235,0.018463681137006048,0.0,0.10570398087107148,0.018463681137006048,0.08724029973406544,0.00034090752112903293,0.007610869897689578,-12.464982580669316,-8.812182377752737,-10.43890354932745,29.304495046638397,16.254166568061702,-0.01189789751682389,,False,False
0.018235294117647058,12.0,-4.404216398270592,4.404216398270592,25.88294186067881,Extreme,True,0.040570570718535925,0.05181496131694118,0.19935209554017336,0.011244390598405256,0.15878152482163743,0.0001264363199295045,0.025211572624684264,0.02795778418132066,0.0,0.17485063523273878,0.02795778418132066,0.1468928510514181,0.0007816376963293036,0.021577509690014107,0.019560576361641543,0.0,0.13353121441746524,0.019560576361641543,0.11397063805582369,0.0003826161475996099,0.012989306338851567,0.01846368113700605,0.0,0.10878095200283393,0.01846368113700605,0.09031727086582787,0.0003409075211290331,0.00815720941665132,-12.722125437812185,-8.970082397664118,-10.656648556882374,29.49226572626298,16.23531296736695,-0.012606690191251957,,False,False
0.019705882352941177,3.0,-0.39393987132118646,0.39393987132118646,1.0039333828641916,Mild,False,0.03888126110878637,0.047397725061615006,0.049907120531300794,0.008516463952828637,0.011025859422514425,7.253015825982958e-05,0.00012156957600505014,0.024459180843326073,0.03141155604160599,0.030473226986102213,0.006952375198279917,0.00601404614277614,4.8335520897657714e-05,3.616875100744057e-05,0.011176238276300913,0.012223912517182344,0.01029672651565343,0.0010476742408814313,0.000879511760647482,1.0976213150064834e-06,7.735409371172336e-07,0.006308049357372508,0.004986471387189769,0.004282105435044837,0.0013215779701827388,0.0020259439223276705,1.7465683312723282e-06,4.104448776416426e-06,-3.8177460511121275,-3.6097410808279995,-3.568181647152645,5.448371041429934,6.536956639292007,3.240803778892498e-07,0.5635510012507439,True,True
0.019705882352941177,3.257142857142857,-0.4847882076177011,0.4847882076177011,1.323938180908511,Mild,False,0.039951375228163916,0.0510540124739891,0.05481955072339995,0.011102637245825185,0.014868175495236037,0.00012326855381238465,0.00022106264255713739,0.02592732251295418,0.035772270842940344,0.034582436879083404,0.009844948329986166,0.008655114366129226,9.69230076200974e-05,7.491100469077651e-05,0.013175710464233091,0.015604913893659747,0.012625223674950965,0.0024292034294266553,0.0005504867892821268,5.901029301538223e-06,3.030357051741447e-07,0.008190364987403583,0.006875871929770341,0.005611996654281651,0.0013144930576332418,0.002578368333121932,1.7278919985659893e-06,6.647983261245971e-06,-4.057121548335246,-3.7754688738311675,-3.7336732090651976,6.942179847178816,7.972360093642465,5.597993596364078e-06,0.6100663170218468,True,True
0.019705882352941177,3.5142857142857142,-0.5842743938291441,0.5842743938291441,1.6980642370646761,Mild,False,0.040727279767965016,0.054424913165865015,0.059938629900038724,0.013697633397899998,0.019211350132073708,0.00018762516070326547,0.0003690759738971285,0.027085559248713063,0.04023544480270633,0.03894233287218028,0.013149885553993265,0.01185677362346722,0.00017291949008312074,0.00014058308075814798,0.015047929361483657,0.019572125619938846,0.015232627259889043,0.004524196258455189,0.00018469789840538584,2.0468351785019932e-05,3.411331367536623e-08,0.01019328955500138,0.009285520841161228,0.007180843365641672,0.0009077687138401517,0.003012446189359708,8.240440378270032e-07,9.074832043787825e-06,-4.305824819062924,-3.9419786123805727,-3.9067916284548843,8.450093117386386,9.267288089413746,2.0434238471344564e-05,0.6487319990992546,True,True
0.019705882352941177,3.7714285714285714,-0.6916098254943466,0.6916098254943466,2.126244403088783,Mild,True,0.04125405671859858,0.057321900399564286,0.06520811972011088,0.016067843680965706,0.023954063001512302,0.00025817560055594956,0.0005737971342804206,0.02794115258464131,0.04461377393521399,0.04350628779535348,0.01667262135057268,0.01556513521071217,0.000277976302699572,0.0002422734341277518,0.016689422491784286,0.024093877665403652,0.018098526028511006,0.007404455173619366,0.0014091035367267205,5.48259564181386e-05,1.985572777215752e-06,0.012188910242469393,0.012277875631859945,0.00898709837252248,8.896538939055267e-05,0.003201811869946912,7.91484050941266e-09,1.0251599250532941e-05,-4.559435336313597,-4.107774811768813,-4.086327981481626,9.906062729907283,10.376446202974098,5.284038364092285e-05,0.6756916269659996,False,False
0.019705882352941177,4.0285714285714285,-0.8059193695341287,0.8059193695341287,2.6072765728865663,Mild,True,0.04158893355441083,0.05956948515486607,0.07057908886700674,0.01798055160045524,0.02899015531259591,0.00032330023585663343,0.0008404291050484329,0.02853295648735768,0.048702236708547085,0.04823091051415861,0.020169280221189405,0.019697954026800933,0.0004067998646408621,0.0003880093928419631,0.01803702734227218,0.029098251742727926,0.02119894564161981,0.011061224400455746,0.0031619182993476297,0.00012235068523723758,9.997727331749407e-06,0.014050708656577557,0.01589737929703498,0.011023624205747097,0.0018466706404574231,0.003027084450830459,3.4101924543274294e-06,9.163240272459542e-06,-4.815249741474232,-4.272194322441324,-4.271290962181699,11.277824582087957,11.296584985143364,0.00011235295790548816,0.684300996363163,False,False
0.019705882352941177,4.285714285714286,-0.926276137152174,0.926276137152174,3.1389587738080094,Mild,True,0.04178826823180793,0.061018425929720045,0.0760097146559419,0.019230157697912115,0.034221446424133974,0.00036979896508656856,0.001171107395359872,0.028916247158291452,0.052291207507302456,0.05307677461923479,0.023374960349011004,0.024160527460943337,0.0005463887713178366,0.000583731087190997,0.019072948985564685,0.034471367271553845,0.024507954624597282,0.01539841828598916,0.005435005639032597,0.00023711128571028535,2.9539286296316132e-05,0.015677112893605193,0.02016251170312781,0.01327887881052693,0.004485398809522617,0.002398234083078264,2.011880248046691e-05,5.751526717238241e-06,-5.071934667580346,-4.435054624685916,-4.460867834596092,12.556944926072253,12.048002843770345,0.0002075719994139692,0.659555085003376,False,False
0.019705882352941177,4.542857142857143,-1.0517323371323952,1.0517323371323952,3.7182502312024646,Mild,True,0.0418993696195768,0.06155682579486592,0.08146476595418845,0.01965745617528912,0.03956539633461165,0.0003864155832834124,0.0015654205871149006,0.029148691092946388,0.05518046458884608,0.05800873027426819,0.026031773495899694,0.028860039181321805,0.0006776532313418258,0.0008329018615474298,0.01981859348771793,0.04005912132887745,0.02799896589221534,0.020240527841159518,0.00818037240449741,0.0004096789672887536,6.691849267626273e-05,0.01700746125584512,0.02505863727344794,0.015738100941898835,0.008051176017602819,0.0012693603139462863,6.482143526642278e-05,1.6112756066218145e-06,-5.328930951959583,-4.596419065646554,-4.654390480911496,13.745944410176035,12.658082402063053,0.0003427604746124909,0.5415904894471169,False,False
0.019705882352941177,4.8,-1.1813455700036077,1.1813455700036077,4.3414444996732495,Mild,True,0.041957351779747826,0.061118149828997444,0.08691494010619014,0.019160798049249618,0.04495758832644231,0.000367136181884128,0.002021184748129862,0.029280682974710592,0.05719274270412914,0.0629959264415488,0.02791205972941855,0.03371524346683821,0.0007790830783386287,0.0011367176420281767,0.02032114081142855,0.0456724953262506,0.031645727539129496,0.025351354514822053,0.011324586727700946,0.0006426911757361884,0.0001282462645532204,0.01802638830976162,0.030532552208905554,0.018384390914856916,0.012506163899143934,0.0003580026050952964,0.000156404135472251,1.2816586525501875e-07,-5.58602996536646,-4.756462759754399,-4.851307315622223,14.850747503242918,13.15285908417136,0.000514444911182968,,False,False
0.019705882352941177,5.057142857142857,-1.3142003241002709,1.3142003241002709,5.0043430215250915,Moderate,True,0.04198568571669209,0.05968560736524743,0.0923361554653013,0.017699921648555342,0.05035046974860921,0.0003132872263649981,0.0025351698039056112,0.029350863187229577,0.058185585848292205,0.06801164308138966,0.02883472266106263,0.03866077989416008,0.0008314412309403987,0.0014946559020246923,0.02063828877926851,0.05109611728204204,0.03542303195546875,0.03045782850277353,0.014784743176200245,0.0009276793171043636,0.0002185886307861997,0.01875712575497957,0.036489517473801365,0.021199633809802942,0.017732391718821794,0.002442508054823371,0.00031443771606973973,5.965845597877047e-06,-5.8431605334921315,-4.915401905895176,-5.051160612835226,15.877685069222048,13.55430705895001,0.000709090686318164,,False,False
0.019705882352941177,5.314285714285714,-1.4494247514769811,1.4494247514769811,5.702420096447266,Moderate,True,0.04199865023425851,0.05729277671073614,0.09770885808835679,0.015294126476477633,0.05571020785409828,0.00023391030467849415,0.003103627259146834,0.02938580295018393,0.05806051187879704,0.07303300832650682,0.028674708928613107,0.043647205376322884,0.0008222389321406842,0.0019050785371629094,0.02082569597074327,0.056099387380996096,0.039307188076968175,0.03527369141025283,0.018481492106224906,0.0012442333057057441,0.00034156555047245354,0.019247830030283825,0.04279332489666253,0.02416524831442555,0.023545494866378705,0.004917418284141724,0.0005543903285026659,2.4181002581211335e-05,-6.100300160094856,-5.073458217033058,-5.2535684178763,16.832646199590148,13.88016523772807,0.0009026677552332906,,False,False
0.019705882352941177,5.571428571428571,-1.5862030322522398,1.5862030322522398,6.430972883883853,Moderate,True,0.04200420469530183,0.05402074122884854,0.10301737456815271,0.012016536533546708,0.06101316987285088,0.00014439715026206274,0.0037226068979333586,0.029402090747068094,0.05676885392420093,0.07804065483935935,0.02736676317713284,0.04863856409229125,0.0007489397267932739,0.002365709916959924,0.020929388957652506,0.06044919381685386,0.04327630504543756,0.039519804859201355,0.02234691608778505,0.001561814976109355,0.0004993846586345064,0.019556374751447076,0.04926961933804931,0.027262766870358373,0.029713244586602235,0.007706392118911297,0.000882876903863247,5.938847949041815e-05,-6.357442220579433,-5.230841767259819,-5.458210180718692,17.720970387630715,14.144557019328802,0.0010624303174748486,,False,False
0.019705882352941177,5.828571428571428,-1.7237837865368917,1.7237837865368917,7.185252471745365,Moderate,True,0.042006432939478186,0.04999230902669694,0.10824932648576176,0.007985876087218756,0.06624289354628357,6.377421688041234e-05,0.0043881209453842576,0.029409200280311115,0.054314031667319025,0.08301835290178922,0.02490483138700791,0.0536091526214781,0.0006202506264152943,0.002873941244792932,0.020983110779026003,0.0639231015190392,0.0473104322804567,0.042939990740013194,0.026327321501430696,0.0018438428047524188,0.0006931278574396951,0.019738033250686685,0.055712341471285357,0.03047426498025514,0.035974308220598675,0.010736231729568453,0.0012941508519506333,0.00011526667175099241,-6.614584893436456,-5.387743333348982,-5.664815350825217,18.54752157319576,14.358717257581501,0.0011507149473127237,,False,False
0.019705882352941177,6.085714285714285,-1.8614850752830736,1.8614850752830736,7.960574090865423,Moderate,True,0.0420072699251661,0.0453640803408981,0.1133951118548908,0.003356810415731999,0.0713878419297247,1.1268176167166837e-05,0.005096223975383359,0.02941210601104492,0.05075037151638805,0.08795264504731269,0.021338265505343134,0.05854053903626777,0.00045532157477651665,0.0034269947106567904,0.021009171691622232,0.06632189768637328,0.051391594628399706,0.04531272599475105,0.030382422936777474,0.0020532431370753877,0.0009230916235092219,0.01983817890413755,0.06189281864622195,0.033782662696174935,0.0420546397420844,0.013944483792037384,0.0017685927238365044,0.0001944486282263933,-6.8717277105962955,-5.544331644349995,-5.873154304413282,19.31677333779448,14.531620696250817,0.0011301515135661658,,False,False
