pi,delta,gamma1,abs_gamma1,gamma2,regime,neg_density,p_true_-2.0,p_edge_-2.0,p_sad_-2.0,err_edge_-2.0,err_sad_-2.0,sq_err_edge_-2.0,sq_err_sad_-2.0,p_true_-2.33,p_edge_-2.33,p_sad_-2.33,err_edge_-2.33,err_sad_-2.33,sq_err_edge_-2.33,sq_err_sad_-2.33,p_true_-3.0,p_edge_-3.0,p_sad_-3.0,err_edge_-3.0,err_sad_-3.0,sq_err_edge_-3.0,sq_err_sad_-3.0,p_true_-3.5,p_edge_-3.5,p_sad_-3.5,err_edge_-3.5,err_sad_-3.5,sq_err_edge_-3.5,sq_err_sad_-3.5,es_true,es_edge,es_sad,es_relerr_edge,es_relerr_sad,loss_diff,g1_star_theoretical,predicted_inside,empirical_inside
0.009411764705882352,6.3428571428571425,-1.447671514192207,1.447671514192207,7.534292449379692,Moderate,True,0.03194771158085885,0.053866348939423124,0.0868222841826667,0.021918637358564273,0.05487457260180785,0.0004804266636562494,0.003011218718231081,0.019221352550511606,0.06578217405901732,0.06420392161967836,0.04656082150850571,0.044982569069166756,0.0021679100995469283,0.0020234315200623578,0.010745055670112129,0.062072195048357995,0.03383284939264667,0.051327139378245866,0.02308779372253454,0.0026344752367538776,0.0005330462189743054,0.009621163814217435,0.040815136454663455,0.020483982367796156,0.03119397264044602,0.01086281855357872,0.0009730639290928948,0.00011800082692797409,-6.176393171886015,-4.801150964226652,-5.0652082537061505,22.266105304293973,17.990838459536644,0.0021014290177795722,,False,False
0.009411764705882352,6.6,-1.577286433438155,1.577286433438155,8.446883913606227,Moderate,True,0.0319477578832109,0.05021307146025711,0.0908084805106661,0.018265313577046208,0.0588607226274552,0.00033362168006782853,0.003464584668226217,0.019221542860740362,0.06632240204613421,0.06793827993512956,0.04710085918539385,0.0487167370743892,0.0022184909360023,0.002373320471175167,0.010747460322248562,0.0685616602546038,0.036738743892484285,0.057814199932355245,0.025991283570235724,0.003342481713818345,0.0006755468216284055,0.009633097480990782,0.04734658141588516,0.02271698564158042,0.037713483934894376,0.013083888160589637,0.0014223068705075362,0.00017118812939881769,-6.41825690453908,-4.912762150206525,-5.228277046955616,23.456442718393642,18.540545747582865,0.0026669348921899397,,False,False
0.009411764705882352,6.857142857142857,-1.7097418450124802,1.7097418450124802,9.40567185678128,Moderate,True,0.031947772160823396,0.04544838172061805,0.09475552780607656,0.013500609559794652,0.06280775564525316,0.00018226645848601876,0.00394481416919383,0.019221606713183934,0.06581254435364635,0.07166296360678703,0.04659093764046242,0.0524413568936031,0.0021707154702174576,0.0027500959128422538,0.01074841795546865,0.07493043430662893,0.039693351302674464,0.06418201635116029,0.028944933347205812,0.004119331222900607,0.000837809166474187,0.00963849833893469,0.05436908972943255,0.025026898600941455,0.04473059139049786,0.015388400262006765,0.0020008258061436817,0.0002368028626237299,-6.660212683155494,-5.023688145015609,-5.392772269484349,24.571655831334926,19.030029129199722,0.0032815220564264202,,False,False
0.009411764705882352,7.114285714285714,-1.8445861040470388,1.8445861040470388,10.407530173036761,Moderate,True,0.03194777628311223,0.039567230252022155,0.09865743349087948,0.007619453968909923,0.06670965720776725,5.8056078784337176e-05,0.004450178364777814,0.019221626772892016,0.06415577549065009,0.07537018709715733,0.04493414871775807,0.05614856032426531,0.002019077720989599,0.0031526608264876603,0.010748775047732338,0.08102720835416234,0.042687089626734946,0.07027843330643001,0.031938314579002605,0.004939058188006331,0.0010200559381473304,0.009640787032211101,0.06181514224304942,0.027405056486573598,0.05217435521083832,0.017764269454362498,0.0027221633416667315,0.0003155692692471965,-6.90220669657214,-5.134062029229339,-5.558551663748245,25.617092403519575,19.467035571264443,0.003919002249859,,False,False
0.009411764705882352,7.371428571428571,-1.9813819366060894,1.9813819366060894,11.449153227372001,Moderate,True,0.03194777739753605,0.032589367713752856,0.10250931524205487,0.0006415903162168071,0.07056153784451882,4.1163813386318253e-07,0.004978930622983462,0.01922163267357527,0.06127614342417147,0.0790532614308762,0.0420545107505962,0.05983162875730093,0.0017685818744720113,0.0035798237997514792,0.010748899727222821,0.08669239244985014,0.04571115840839638,0.07594349272262732,0.03496225868117356,0.005767414086911749,0.001222359532089296,0.009641695161281936,0.06959735689711906,0.0298431372935985,0.05995566173583712,0.02020144213231656,0.0035946813741821234,0.00040809826422533467,-7.144215517628717,-36.142816356577384,-5.725490833460826,405.9032201281322,19.85836906329484,0.004545054554822453,,False,False
0.009411764705882352,7.628571428571428,-2.1197096684198646,2.1197096684198646,12.527111495115756,Moderate,True,0.03194777767962774,0.0245587773342549,0.10630725079644729,0.007389000345372841,0.07435947311681955,5.459732610391997e-05,0.005529331242211009,0.019221634298785196,0.05712093595069755,0.08270648031208058,0.037899301651912354,0.06348484601329539,0.0014363570657026465,0.004030325673331827,0.010748940487950406,0.09176216802428065,0.04875752595744019,0.08101322753633025,0.038008585469489785,0.006563143035853218,0.0014446525693915101,0.009642032558739333,0.07760916316761589,0.032333224519864895,0.06796713060887656,0.02269119196112556,0.004619530843204085,0.0005148901926166492,-7.386229698416876,-40.01644311219653,-5.893480601284268,441.77089998667975,20.209892706864444,0.0051184904664617085,,False,False
0.009411764705882352,7.885714285714285,-2.259169761839102,2.259169761839102,13.63790279152711,Moderate,True,0.031947777746486286,0.015542358348203488,0.1100481451990372,0.0164054193982828,0.07810036745255092,0.00026913778563355357,0.006099667396223475,0.0192216347179115,0.05166224720016785,0.08632501327887859,0.032440612482256354,0.0671033785609671,0.0010523933382239267,0.004502863414296458,0.010748952965235798,0.09607279225405654,0.0518189034902827,0.08532383928882074,0.0410699505250469,0.00728015755098451,0.0016867408361298003,0.009642149932039858,0.08572621471513844,0.034867848190318726,0.07608406478309859,0.02522569825827887,0.005788784913918744,0.0006363358526177335,-7.62824569458674,-43.95426491985065,-6.062424806875842,476.20410615565356,20.5266184441602,0.0055934167148547105,,False,False
0.009411764705882352,8.142857142857142,-2.399384719469264,2.399384719469264,14.777998567160372,Severe,True,0.03194777776132338,0.005627962304711173,0.11372961407825716,0.02631981545661221,0.08178183631693378,0.0006927326856701229,0.006688268751369749,0.019221634819117768,0.04489772308353159,0.08990480682677185,0.025676088264413824,0.07068317200765409,0.0006592615085619693,0.0049961108050636145,0.010748956541490601,0.09946497576971185,0.054888710324815515,0.08871601922822124,0.044139753783324916,0.007870532067702121,0.0019483178640525463,0.009642188164223412,0.09380850361253051,0.03744000840264751,0.0841663154483071,0.027797820238424097,0.007083968656143939,0.0007727188100077404,-7.870262266469774,-47.976180751042534,-6.232238465763752,509.5880813964587,20.81282357875936,0.005922214203649575,,False,False
0.009411764705882352,8.399999999999999,-2.5400004181127778,2.5400004181127778,15.943884978635133,Severe,True,0.03194777776440633,0.0,0.1173498814482955,0.03194777776440633,0.08540210368388917,0.0010206605040838953,0.007293519313633757,0.01922163484199986,0.03685050373524955,0.09344249388021339,0.01762886889324969,0.07422085903821353,0.0003107770184553865,0.005508735916370363,0.01074895750125759,0.10178815731565038,0.057961033367044106,0.09103919981439279,0.04721207586578652,0.008288135902844936,0.002228980107556782,0.009642199824801998,0.10170310342186208,0.04004318508325607,0.09206090359706008,0.030400985258454073,0.00847520997110719,0.0009242199046847418,-8.112279009338415,-5.681287264100604,-6.4028462237726345,29.966816260133385,21.072164598850392,0.006059155795288155,,False,False
0.009411764705882352,8.657142857142857,-2.680686938881283,2.680686938881283,17.132098641763985,Severe,True,0.031947777765006125,0.0,0.12090769054316577,0.031947777765006125,0.08895991277815965,0.0010206605041222197,0.007913866081497772,0.01922163484684391,0.027568415271514383,0.09693531160745801,0.008346780424670474,0.07771367676061411,6.966874345766221e-05,0.006039415555653214,0.010748957742431857,0.10290451104909205,0.06103058337480403,0.0921555533066602,0.05028162563237217,0.008492646005256689,0.0025282418762340264,0.009642203154778732,0.10924743746195577,0.0426713370875653,0.09960523430717703,0.033029133932786565,0.009921202701387638,0.001090923688349953,-8.354295799769663,-5.7903644597845565,-6.574181055646859,30.689975569883423,21.307777301491807,0.005964404129022662,,False,False
0.009411764705882352,8.914285714285715,-2.8211389591965266,2.8211389591965266,18.339257134681002,Severe,True,0.031947777765115384,0.0,0.12440222624771298,0.031947777765115384,0.0924544484825976,0.001020660504129201,0.008547825044221294,0.01922163484780407,0.017122491005349804,0.10038102731682153,0.0020991438424542673,0.08115939246901746,4.406404871313666e-06,0.006586846985940008,0.010748957799176216,0.10269254252156387,0.06409264986935835,0.09194358472238766,0.053343692070182136,0.008453622771602878,0.0028455494836784126,0.009642204045191215,0.11627294471461525,0.04531889325811619,0.10663074066942403,0.035676689212924974,0.01137011485570996,0.0012728261531956373,-8.596312602592878,-5.899461108438528,-6.746183164549632,31.372189668171295,21.52236108171773,0.005608073287924465,,False,False
0.009411764705882352,9.17142857142857,-2.9610757704054778,2.9610757704054778,19.562084444480583,Severe,True,0.031947777765134015,0.0,0.1278330477837424,0.031947777765134015,0.09588527001860839,0.0010206605041303914,0.009193985006541441,0.01922163484798227,0.005604922825001957,0.10377787200931637,0.013616712022980312,0.0845562371613341,0.00018541484631677657,0.007149757242883779,0.010748957811677071,0.10105015595917355,0.06714305607232711,0.09030119814749647,0.05639409826065004,0.00815430638687342,0.003180294318631852,0.009642204268121474,0.12260900013848319,0.04798073758539933,0.11296679587036172,0.03833853331727785,0.012761496969215974,0.001469843136920024,-8.838329408440027,-6.008622588222623,-6.9187990478817,32.01630861953639,21.718248685382786,0.0049740120682415685,,False,False
0.009411764705882352,9.428571428571427,-3.1002409813698555,3.1002409813698555,20.797431644880156,Severe,True,0.03194777776513699,0.0,0.13120003041933806,0.03194777776513699,0.09925225265420107,0.0010206605041305815,0.009851009656933363,0.019221634848013237,0.0,0.10712448106764877,0.019221634848013237,0.08790284621963554,0.00036947124623035686,0.007726910373512894,0.01074895781425565,0.09789710597396802,0.07017811485519049,0.08714814815971236,0.059429157040934835,0.0075947997276671775,0.0035318247065960944,0.009642204320381943,0.12808693914951988,0.05065219020658659,0.11844473482913793,0.04100998588620464,0.0140291552087448,0.0016818189423867041,-9.080346214978341,-6.117888062580423,-7.09198070309257,32.624947135949974,21.89746365183625,0.004062975021071083,,False,False
0.009411764705882352,9.685714285714285,-3.238401964070435,3.238401964070435,22.042293158227206,Severe,True,0.031947777765137436,0.0,0.13450331508563892,0.031947777765137436,0.10255553732050149,0.00102066050413061,0.010517638235096773,0.019221634848018275,0.0,0.11041984151508724,0.019221634848018275,0.09119820666706896,0.00036947124623055056,0.00831711289928942,0.010748957814753669,0.09317677903212089,0.07319458638421494,0.08242782121736722,0.06244562856946127,0.006794345710642254,0.003899456527435118,0.009642204331852984,0.13254403746008908,0.05332898562679227,0.1229018331282361,0.04368678129493929,0.015104860586280794,0.0019085348599118574,-9.322363021664623,-6.227291179320768,-7.265684947209108,33.200507587519276,22.061767704989784,0.0028948891832071355,,False,False
0.009411764705882352,9.942857142857143,-3.3753490923465646,3.3753490923465646,23.293818996776913,Severe,True,0.0319477777651375,0.0,0.13774326490097832,0.0319477777651375,0.10579548713584083,0.001020660504130614,0.011192685098309863,0.019221634848019042,0.0,0.11366324526493689,0.019221634848019042,0.09444161041691784,0.00036947124623058,0.008919217778140885,0.010748957814843727,0.08685728179471319,0.07618963790937255,0.07610832397986947,0.06544068009452883,0.005792476979024774,0.004282482611234462,0.009642204334210508,0.1358273065355996,0.05600724925270895,0.1261851022013891,0.046365044918498445,0.01592268001757501,0.0021497173902943786,-9.564379828380572,-6.336860700427417,-7.439872834746546,33.74520027295522,22.212699952901648,0.0015099943677903118,,False,False
0.009411764705882352,10.2,-3.5108948196622713,3.5108948196622713,24.54932339960485,Extreme,True,0.031947777765137506,0.0,0.14092042771307012,0.031947777765137506,0.10897264994793261,0.0010206605041306145,0.011875038436674657,0.01922163484801915,0.0,0.11685424779129311,0.01922163484801915,0.09763261294327397,0.00036947124623058417,0.009532127110131147,0.010748957814858975,0.07893184306924125,0.07916080596800226,0.06818288525438228,0.06841184815314329,0.00464890584161226,0.004680180967728735,0.00964220433466417,0.13779698037578852,0.05868347308407397,0.12815477604112435,0.0490412687494098,0.01642364662215074,0.002405046040551838,-9.80639663510209,-6.446621059593051,-7.61450915632447,34.261061432929296,22.351609468168334,-3.127512611647478e-05,,False,False
0.009411764705882352,10.457142857142856,-3.644872636483747,3.644872636483747,25.806290286660825,Extreme,True,0.031947777765137506,0.0,0.1440355038733553,0.031947777765137506,0.11208772610821778,0.0010206605041306145,0.012563658344110846,0.019221634848019167,0.0,0.11999263167635303,0.019221634848019167,0.10077099682833386,0.0003694712462305848,0.010154793801776073,0.010748957814861394,0.0694185621980177,0.08210596114103505,0.05866960438315631,0.07135700332617366,0.0034421224784760745,0.005091821923691559,0.009642204334745908,0.13832958961844288,0.06135449120826036,0.12868738528369697,0.05171228687351445,0.016560443131154668,0.002674160613688655,-10.048413441824591,-6.556592862815857,-7.789562006113343,34.74996922872124,22.47968247712831,-0.0016496994452154844,,False,False
0.009411764705882352,10.714285714285714,-3.7771359426466122,3.7771359426466122,27.062375943875953,Extreme,True,0.031947777765137506,0.0,0.14708931855243468,0.031947777765137506,0.11514154078729717,0.0010206605041306145,0.013257574414872818,0.01922163484801917,0.0,0.12307837452303283,0.01922163484801917,0.10385673967501366,0.0003694712462305849,0.010786222375923556,0.010748957814861753,0.058359558326735866,0.08502327540199428,0.047610600511874115,0.07427431758713253,0.0022667692811012678,0.005516674253034225,0.009642204334759697,0.1373205424301198,0.06401745558110923,0.12767833809536008,0.05437525124634954,0.016301758018793078,0.002956667948103637,-10.290430248547242,-6.666793333876307,-7.965002406877182,35.213658002127794,22.597965153093128,-0.003249904971932957,,False,False
0.009411764705882352,10.971428571428572,-3.9075568651157373,3.9075568651157373,28.315409336081363,Extreme,True,0.031947777765137506,0.0,0.15008279799124835,0.031947777765137506,0.11813502022611085,0.0010206605041306145,0.013955883003823619,0.01922163484801917,0.0,0.12611162075985316,0.01922163484801917,0.10688998591183399,0.0003694712462305849,0.011425469088232068,0.010748957814861803,0.04581959162788075,0.08791119202886458,0.03507063381301895,0.07716223421400277,0.001229949356046868,0.00595401038889662,0.009642204334761876,0.1346861566397147,0.06666981244704422,0.12504395230495283,0.057027608112282344,0.01563599000804332,0.0032521480870080508,-10.532447055269934,-6.7772367139930605,-8.14080398549923,35.653731004495725,22.707382787877762,-0.004724061032849752,,False,False
0.009411764705882352,11.228571428571428,-4.03602504688592,4.03602504688592,29.563390420528915,Extreme,True,0.031947777765137506,0.0,0.15301694915941005,0.031947777765137506,0.12106917139427255,0.0010206605041306145,0.014657744262095743,0.01922163484801917,0.0,0.12909265690515112,0.01922163484801917,0.10987102205713195,0.0003694712462305849,0.012071641487878775,0.010748957814861808,0.03188423906591793,0.09076839800000248,0.021135281251056126,0.08001944018514068,0.0004467001135612446,0.006403110807543307,0.009642204334762197,0.13036511256709854,0.06930927964818974,0.12072290823233635,0.05966707531342754,0.014574020572073102,0.0035601598764582344,-10.774463861992615,-6.887934613715897,-8.316942688738672,36.07167185354454,22.808756006161516,-0.005956410693982062,,False,False
0.009411764705882352,11.485714285714284,-4.162446428495711,4.162446428495711,30.804486805334776,Extreme,True,0.031947777765137506,0.0,0.15589284236025205,0.031947777765137506,0.12394506459511455,0.0010206605041306145,0.015362379037487118,0.01922163484801917,0.0,0.1320218898977093,0.01922163484801917,0.11280025504969013,0.0003694712462305849,0.012723897539275143,0.01074895781486181,0.016657713870979092,0.0935937987625109,0.005908756056117282,0.08284484094764909,3.491339813070266e-05,0.006863267671641275,0.009642204334762242,0.12431931969880365,0.07193382499096639,0.1146771153640414,0.062291620656204146,0.013150840788217662,0.003880246003976439,-11.016480668715316,-6.9988963327046,-8.493396536303244,36.4688547715595,22.902814503883665,-0.006828354273510572,,False,False
0.009411764705882352,11.742857142857142,-4.28674203976012,4.28674203976012,32.03702906609653,Extreme,True,0.031947777765137506,0.0,0.15871159638228854,0.031947777765137506,0.12676381861715103,0.0010206605041306145,0.016069065710401963,0.01922163484801917,0.0,0.1348998281395954,0.01922163484801917,0.11567819329157622,0.0003694712462305849,0.01338144440320327,0.01074895781486181,0.0002604199687850084,0.09638649524095454,0.010488537846076802,0.08563753742609273,0.0001100094261485854,0.007333787816405433,0.009642204334762247,0.11653421173481564,0.07454164577541646,0.10689200740005339,0.06489944144065421,0.011425901246013068,0.004211937499308905,-11.258497475437991,-7.110129139098811,-8.670145403991418,36.84655386200009,22.99020874760092,-0.007223778390256848,,False,False
0.009411764705882352,12.0,-4.408846815880503,4.408846815880503,33.259505001774876,Extreme,True,0.031947777765137506,0.0,0.1614743658496331,0.031947777765137506,0.12952658808449558,0.0010206605041306145,0.01677713702081059,0.01922163484801917,0.0,0.13772706493358952,0.01922163484801917,0.11850543008557035,0.0003694712462305849,0.014043536959766003,0.01074895781486181,0.0,0.09914576294284137,0.01074895781486181,0.08839680512797957,0.00011554009410567877,0.007813995156833994,0.009642204334762249,0.10701850283674019,0.07713114954390078,0.09737629850197795,0.06748894520913853,0.009482143509946313,0.0045547577254421035,-11.50051428216069,-7.22163852148261,-8.847170833140328,37.20595145310471,23.071519967904056,-0.0076984550627283155,,False,False
0.010882352941176471,3.0,-0.2474810423754418,0.2474810423754418,0.6778697008259518,Mild,False,0.031658367454783155,0.03834757566015351,0.03937013618512962,0.006689208205370355,0.007711768730346465,4.4745506414794084e-05,5.947137695034952e-05,0.017941521760865553,0.02316005623526616,0.022415392204762755,0.005218534474400606,0.0044738704438972016,2.723310206050761e-05,2.0015516748776945e-05,0.006776384435403531,0.007277753018284953,0.006426890396837468,0.0005013685828814222,0.0003494940385660632,2.513704559005256e-07,1.2214608299321688e-07,0.0035877119193111727,0.0025057324553455942,0.0023232269547620098,0.0010819794639655785,0.001264484964549163,1.1706795604432405e-06,1.5989222255708978e-06,-3.4215443963491805,-3.2975830844276675,-3.2640690403203916,3.62296371351431,4.602464202914233,1.292243729073087e-07,0.4983360692858696,True,True
0.010882352941176471,3.257142857142857,-0.30937350389446366,0.30937350389446366,0.9128535911365503,Mild,False,0.03224932599832001,0.04131247347806195,0.04276089635646849,0.009063147479741941,0.010511570358148481,8.21406422395527e-05,0.00011049311139430578,0.018752286563496,0.026358416712175065,0.025168278564063416,0.007606130148679065,0.0064159920005674165,5.785321583864461e-05,4.116495335134508e-05,0.00788057056903772,0.009220534518689162,0.007825649881371688,0.0013399639496514421,5.4920687666031726e-05,1.7955033863654926e-06,3.0162819337098095e-09,0.004627199655298482,0.0033935264950362976,0.0030381745035093772,0.0012336731602621848,0.0015890251517891051,1.5219494663512864e-06,2.5250009330183885e-06,-3.6026978073790428,-3.4275164533986624,-3.386799504508055,4.862504804637626,5.992684216499792,1.7924871044317829e-06,0.5474739894270897,True,True
0.010882352941176471,3.5142857142857142,-0.37898046006439134,0.37898046006439134,1.1965000796395717,Mild,False,0.032677810594926596,0.04437826763379272,0.046381953828653004,0.011700457038866123,0.013704143233726408,0.0001369006949183518,0.0001878035417704893,0.01939190983548225,0.02991102295166954,0.028153411288187814,0.010519113116187289,0.008761501452705562,0.00011065174075114346,7.676390770576167e-05,0.008914482497370122,0.011588730009309146,0.00942520183745003,0.0026742475119390235,0.0005107193400799084,7.151599755112058e-06,2.6083424433165716e-07,0.005733292326956967,0.00454059801948721,0.003901619946028475,0.0011926943074697565,0.0018316723809284918,1.422519711070762e-06,3.35502371105625e-06,-3.8011749559388193,-3.5609582030327718,-3.517298916293336,6.319539502667233,7.468112963386897,6.890765510780401e-06,0.5932235345244408,True,True
0.010882352941176471,3.7714285714285714,-0.4561732614921727,0.4561732614921727,1.5320163767017838,Mild,False,0.032968717269157066,0.047443124059274,0.05019271043788346,0.014474406790116932,0.017223993168726394,0.00020950845192578316,0.0002966659406763335,0.019864401677711283,0.03376372684090165,0.03134260437002832,0.013899325163190365,0.011478202692317033,0.00019319123999209686,0.000131749137045914,0.009820978703655543,0.014421064221184754,0.011220941370371081,0.004600085517529211,0.001399962666715538,2.1160786768581986e-05,1.959895468197281e-06,0.006835351512573631,0.005996526229471752,0.004920295808225544,0.0008388252831018793,0.0019150557043480874,7.036278555709479e-07,3.667438350756149e-06,-4.014617531921134,-3.6952101636387775,-3.6544695739238082,7.9561095357820815,8.970915787960068,1.9200891300384707e-05,0.633426196873188,True,True
0.010882352941176471,4.0285714285714285,-0.5407310405494016,0.5407310405494016,1.9219055524477537,Mild,False,0.033153649253113086,0.050389344818112095,0.05415556631448091,0.017235695564999008,0.021001917061367822,0.00029706920160932647,0.00044108052025257285,0.020191218758315845,0.0378403218384469,0.034707793187763514,0.017649103080131054,0.01451657442944767,0.00031149083953309147,0.00021073093316569392,0.01056517839720856,0.017746936511250342,0.013204768151602549,0.007181758114041783,0.0026395897543939895,5.157764960860498e-05,6.967434071501721e-06,0.00786350884573784,0.007813305439398132,0.006097474004334433,5.020340633970881e-05,0.0017660348414034075,2.5203820081099146e-09,3.118879061050759e-06,-4.240570158314347,-3.828584729777959,-3.7973727580521732,9.715331032281634,10.451363465670093,4.461021553710326e-05,0.6650261953473091,True,True
0.010882352941176471,4.285714285714286,-0.6323522246849789,0.6323522246849789,2.367930990149085,Mild,False,0.0332637295973473,0.05308728662612162,0.05823651085910618,0.019823557028774315,0.024972781261758878,0.00039297341327306753,0.0006236398039476554,0.020402886740771807,0.04204321437520513,0.03822185788885762,0.021640327634433326,0.01781897114808581,0.00046830378012561866,0.00031751573277631455,0.011137254528579048,0.02158312573609574,0.015365858476403937,0.010445871207516694,0.004228603947824889,0.00010911622528402627,1.7881091347560237e-05,0.008761672379618776,0.010043460666938222,0.0074332011454941935,0.0012817882873194467,0.001328471234124582,1.6429812135093206e-06,1.76483581989649e-06,-4.476615336742863,-3.9602280575649966,-3.945213730390381,11.535216683450491,11.870611307406277,9.123513393646603e-05,0.6830497458577156,True,True
0.010882352941176471,4.542857142857143,-0.7306666767717368,0.7306666767717368,2.8711069807188405,Mild,True,0.03332508409507041,0.055400166862792456,0.06240529248528521,0.02207508276772205,0.0290802083902148,0.00048730927920177894,0.0008456585200183193,0.020531251301700654,0.046255283958066974,0.04185917630650138,0.02572403265636632,0.021327925004800723,0.0006617258561058009,0.00045488038501040394,0.011549028358126361,0.025930610807147595,0.017691424385300678,0.014381582449021234,0.006142396027174316,0.0002068299137379956,3.7729028954646824e-05,0.009496342370706495,0.01273768358658533,0.008924685884797121,0.0032413412158788357,0.0005716564859093737,1.050629287775489e-05,3.2679113788225403e-07,-4.720458073769693,-4.08983350193558,-4.097322554013908,13.35939355839899,13.200742597808055,0.00016910088478334876,0.6775792315602303,False,False
0.010882352941176471,4.8,-0.8352480239776383,0.8352480239776383,3.431712654007028,Mild,True,0.03335710409397082,0.05718948706400543,0.06663534678550584,0.023832382970034607,0.033278242691535016,0.0005679824780303956,0.0011074414366367038,0.02060414234088387,0.050342894441678644,0.045595969212344344,0.029738752100794776,0.024991826871460475,0.0008843933765125257,0.0006245914103730539,0.01182655449211581,0.03077173205164732,0.02016740460388146,0.018945177559531512,0.00834085011176565,0.0003589197527621764,6.956978058694104e-05,0.010059033430332025,0.015942052428311,0.01056676531197054,0.005883018997978974,0.0005077318816385148,3.4609912530581535e-05,2.577916636321868e-07,-4.96997150549323,-4.217401062614794,-4.253134958885067,15.142349247810207,14.423353248924165,0.00028934997217523533,0.6202254816889763,False,False
0.010882352941176471,5.057142857142857,-0.9456257936745955,0.9456257936745955,4.049325796008263,Mild,True,0.033372751193477365,0.05832076043741582,0.07090359058964074,0.024948009243938453,0.037530839396163376,0.0006224031652356385,0.001408563905780609,0.020642898577648085,0.05415993581942651,0.049410486912410075,0.03351703724177843,0.02876758833476199,0.0011233917854667622,0.0008275741385983341,0.012001695907191606,0.036067918599777614,0.022779057940941903,0.024066222692586008,0.010777362033750296,0.0005791830746891417,0.00011615153240652232,0.010462575004556865,0.019694943913017803,0.012352393417715091,0.009232368908460938,0.001889818413158226,8.52366356619162e-05,3.5714136347118756e-06,-5.22324337532084,-4.343080714681951,-4.412175037588427,16.850883586959515,15.528059472867145,0.00046303154228261945,,False,False
0.010882352941176471,5.314285714285714,-1.0612970398392532,1.0612970398392532,4.722872747687648,Mild,True,0.03337991070317822,0.058669212685156895,0.0751901469219862,0.025289301981978672,0.04181023621880797,0.0006395487947357104,0.001748095852672522,0.02066219367062288,0.05755270127521973,0.05328307727885612,0.03689050760459685,0.03262088360823324,0.0013609095513248178,0.0010641220473818999,0.012105189430841847,0.04175818698005756,0.025511449015609224,0.02965299754921571,0.013406259584767377,0.000879300263653793,0.00017972779605416716,0.010733560947635333,0.02402378631975653,0.014273111729809022,0.013290225372121196,0.0035395507821736893,0.000176630090441774,1.2528419739586376e-05,-5.478684651565085,-4.467083499034991,-4.574040334768669,18.464306979981263,16.51207131511006,0.0006995724675996258,,False,False
0.010882352941176471,5.571428571428571,-1.18173721126006,1.18173721126006,5.450690487833515,Mild,True,0.033382978092112596,0.058125134747417394,0.07947804067600593,0.024742156655304798,0.046095062583893336,0.0006121743159556435,0.0021247547946130433,0.020671188424126075,0.06036534521833856,0.057196168123825615,0.03969415679421249,0.03652497969969954,0.0015756260836035255,0.0013340741420634636,0.012162452722120081,0.04775857679015921,0.028349828823340348,0.03559612406803913,0.016187376101220265,0.0012670840486672347,0.000262031145042357,0.010903951316038918,0.02894183550295491,0.01631947729842191,0.018037884186915994,0.0054155259823829936,0.0003253652659405941,2.9327921665865287e-05,-5.735177637100985,-4.589635429280745,-4.7383893292998565,19.973962103801345,17.38025168310191,0.0010050529036248776,,False,False
0.010882352941176471,5.828571428571428,-1.3064100794756592,1.3064100794756592,6.230597124158277,Moderate,True,0.03338420861501595,0.05659859960279125,0.08375288945403808,0.023214390987775294,0.05036868083902213,0.0005389079489333027,0.002537004009463275,0.020675114584275206,0.062445629753040875,0.06113419042128099,0.04177051516876567,0.04045907583700578,0.0017447759374640828,0.001636936817584585,0.012192119996609924,0.053962633819919927,0.03127991994216986,0.04177051382331,0.019087799945559935,0.0017447758250633317,0.00036434410676171785,0.01100427018875333,0.0344451759011986,0.018481435064030903,0.023440905712445274,0.007477164875277572,0.0005494760606197495,5.5907994572084675e-05,-5.992099535809756,-4.710955433038406,-4.90493106756713,21.380554430296517,18.143364637812365,0.0013804317183016138,,False,False
0.010882352941176471,6.085714285714285,-1.4347766065191863,1.4347766065191863,7.05996730330278,Moderate,True,0.03338467083099286,0.05402330832203714,0.08800260433746995,0.020638637491044276,0.05461793350647709,0.00042595335748673836,0.0029831186605179527,0.020676719241546113,0.06365065222138398,0.06508346315911048,0.04297393297983787,0.04440674391756437,0.001846758915755597,0.0019719589053601404,0.012206511843864558,0.06024298430194172,0.03428811961506364,0.04803647245807716,0.02208160777119908,0.002307502686215606,0.0004875974017610796,0.011059574504838136,0.04051015324491702,0.0207486301734335,0.02945057874007888,0.009689055668595365,0.0008673365881255862,9.387779974913998e-05,-6.249173756965516,-4.831245881059818,-5.0734166433968335,22.6898455867903,18.814601086393996,0.0018199052844545265,,False,False
0.010882352941176471,6.3428571428571425,-1.5663026879879338,1.5663026879879338,7.935809450831729,Moderate,True,0.033384833398465055,0.050359397016214634,0.09221710910720586,0.01697456361774958,0.058832275708740805,0.00028813581001302765,0.0034612366650692934,0.020677333330409636,0.06385225521622255,0.06903205564222713,0.043174921885812914,0.04835472231181749,0.0018640738798460469,0.0023381791698529803,0.012213049051124946,0.06645397223789103,0.03736163484343373,0.05424092318676608,0.025148585792308782,0.002942077748152658,0.0006324513673531152,0.011088122366589608,0.0470914333417849,0.023110661455420643,0.036003310975195296,0.012022539088831035,0.001296238401176618,0.00014454144614247017,-6.506296826119498,-4.9506893825629765,-5.243632214329117,23.90926029245304,19.4068092116766,0.0023096263807995425,,False,False
