ticker,g1_hat,g2_hat,edge_upper_MAE,sad_upper_MAE,edge_lower_MAE,sad_lower_MAE
SP500,-0.3641600026499923,10.88071651241809,0.04406868898700412,0.022177259600990047,0.042123105436063374,0.0216753817828886
XLE,-0.6324995502594981,12.101783679632456,0.046919699334080536,0.0238405746704464,0.05070511505778241,0.0268800996468468
XLF,-0.1371253141772036,14.844073773281673,0.06931608278903718,0.027219167536967022,0.0581003890110263,0.027200647502459048
XLK,0.0776571799143105,6.836026503416237,0.02782874278989824,0.017204427529872328,0.021576340493579888,0.010727666444105811
XLV,-0.20767611814137082,8.697810098039902,0.0353221175909401,0.020404018727399754,0.03283443724492302,0.01846030085520974
