lam,a,b,distribution,gamma1,abs_gamma1,gamma2,neg_density,envelope,p_true_-2.0,err_edge_-2.0,err_sad_-2.0,p_true_-2.33,err_edge_-2.33,err_sad_-2.33,p_true_-3.0,err_edge_-3.0,err_sad_-3.0,p_true_-3.5,err_edge_-3.5,err_sad_-3.5,es_relerr_edge,es_relerr_sad
1.0,2.0,-0.5,Generalised Hyperbolic,-0.5710502299716523,0.5710502299716523,1.5710415229466745,False,inside,0.035316525131148094,0.005516296448711301,0.0049372805525883315,0.02193744351850716,0.006157452727558833,0.0022811217171905575,0.008222262832974139,0.00208531397779029,0.00022915207662538815,0.003918852458297307,0.00031357560003391445,0.0006360012189488232,2.3518558598058728,3.311681614098294
1.0,2.0,-0.2,Generalised Hyperbolic,-0.2314961918503677,0.2314961918503677,1.2760282850827185,False,inside,0.03019471939302458,0.0038225802819141994,0.003827008486701221,0.01771272721184043,0.004207798296732977,0.001692528751260844,0.005878057701455306,0.0011405308789282174,0.00020282651020499254,0.002550717196663811,0.0003403765242410038,0.000441121831529319,0.5824288243748076,2.1184316438871984
1.0,2.0,0.0,Generalised Hyperbolic,0.0,0.0,1.2184261071385771,False,inside,0.026315796239366848,0.0019163359712551196,0.003401797082791161,0.01468767280824285,0.0028080446925259628,0.0016060799790673722,0.004384717717649693,0.001015090169969834,1.6189173870273e-05,0.001753912037547247,8.693640052746072e-05,0.00023940438473656414,1.4515695726010267,0.740400231085211
1.0,2.0,0.2,Generalised Hyperbolic,0.2314961918503677,0.2314961918503677,1.2760282850827185,False,inside,0.022120065788166467,0.0006014692553514556,0.0035101032934839217,0.011593309919092137,0.0012957573035052312,0.0019459784370822117,0.0030280655310154212,0.0012546403021101078,0.0003296207200815817,0.0010931128984485354,0.0003596425717362381,3.5222997509197756e-06,4.332021972441673,1.5611961543289914
1.0,2.0,0.5,Generalised Hyperbolic,0.5710502299716523,0.5710502299716523,1.5710415229466745,False,inside,0.015454724410755086,0.005453456674643522,0.005333605698294806,0.007105483937402885,0.0012892104624605246,0.0034921501298541694,0.0014058897890201598,0.0021528655421797346,0.0010554779972103388,0.00041034279295571396,0.0013261378639395681,0.00035920219722906477,6.068926693029233,8.032311256005464
1.0,3.0,-0.5,Generalised Hyperbolic,-0.3170231654984435,0.3170231654984435,1.0079025089117035,False,inside,0.031245406090095976,0.0032411491587877247,0.003180943378803043,0.018173408520633847,0.0033508198115259867,0.001353928123911042,0.005864002036163824,0.0008207351059323726,0.0002538155465877179,0.0024743876146510165,0.00035503591516624234,0.00042753482065001304,0.8347082750502541,2.0758583560108512
1.0,3.0,-0.2,Generalised Hyperbolic,-0.12712346664556087,0.12712346664556087,0.9088824316848236,False,inside,0.02793232446718079,0.002120725064022423,0.0026683870828673566,0.015532081849527904,0.002378810186566183,0.0011588899645535115,0.004541825165990848,0.0005981890657210604,0.00015549801724187677,0.0017736237598788601,0.00023385823697119113,0.00028703439208428434,0.23122481383710877,1.2272890419848228
1.0,3.0,0.0,Generalised Hyperbolic,0.0,0.0,0.8899529143000837,False,inside,0.025571373767426218,0.0011828763469438203,0.002466499000564882,0.01372387903965676,0.0017249524611926033,0.0011572180042108884,0.003712937893794596,0.0005950624452908193,3.254723067705554e-05,0.001363961676665695,8.366881899348594e-05,0.0001762910516761424,1.1908883773509953,0.42154946854639747
1.0,3.0,0.2,Generalised Hyperbolic,0.12712346664556087,0.12712346664556087,0.9088824316848236,False,inside,0.02309812591162168,9.140478888067932e-05,0.0024423463977788773,0.011898399142117877,0.001052971629280178,0.0013003322963398272,0.0029420551862870126,0.000695580555363074,0.00014017667171394368,0.0010070040317840812,0.0001167423055893086,5.603380107643981e-05,2.3282253052166344,0.6892480275907347
1.0,3.0,0.5,Generalised Hyperbolic,0.3170231654984435,0.3170231654984435,1.0079025089117035,False,inside,0.019209188615867224,0.0018390204793148554,0.0029101391990026364,0.009179948090436138,2.3877834664664047e-05,0.0018662512100827353,0.0019251844648318737,0.0010128897104327561,0.0004825620663795559,0.0005790815075908252,0.0005027928276722497,0.00012721610943469143,3.962532717057437,3.220180158644157
