lam,a,b,distribution,gamma1,abs_gamma1,gamma2,neg_density,envelope,p_true_-2.0,err_edge_-2.0,err_sad_-2.0,p_true_-2.33,err_edge_-2.33,err_sad_-2.33,p_true_-3.0,err_edge_-3.0,err_sad_-3.0,p_true_-3.5,err_edge_-3.5,err_sad_-3.5,es_relerr_edge,es_relerr_sad
0.0,1.5,0.0,Generalised Hyperbolic,0.0,0.0,1.8654438882943216,False,inside,0.02688569770414689,0.004257527452793161,0.0056763916239743716,0.015800535849074787,0.005727083392296096,0.0028800782176874665,0.005408672181525043,0.0021417492505275363,0.00017874205667080343,0.0024494154007941903,2.0762283360891733e-05,0.0003190622005715912,1.5008939335621423,1.201545749301304
0.0,1.5,0.2,Generalised Hyperbolic,0.3472782242871006,0.3472782242871006,2.02110415851684,False,inside,0.021579170764605908,0.0007383919242169683,0.00590266980061431,0.01180004016979676,0.0029109174130807925,0.003416331265804356,0.0034843174425410557,0.0026650110632377025,0.0007503891346737354,0.0014131389209246909,0.0008482730090075402,0.00011712949070218103,8.203837482675779,2.9098352488248347
0.0,1.5,0.5,Generalised Hyperbolic,0.8728848792349269,0.8728848792349269,2.8548477589013297,True,outside,0.013009510171323603,0.011262969003570213,0.00992129996813455,0.006062393747746085,0.0017924722083159034,0.006489937925713668,0.0012926107010607162,0.0052326727856769105,0.002161341715075607,0.00041169809729208,0.0031291388852125596,0.0008370271461164342,54.851848886317704,16.115641787100213
0.0,2.0,-0.5,Generalised Hyperbolic,-0.5645815438350358,0.5645815438350358,1.8572764401155295,False,inside,0.03454349894068564,0.00750169400749888,0.006426526299486632,0.021715910065198775,0.008098147920844668,0.003184848401948652,0.00847640980101699,0.002736215876860017,4.821638790786752e-05,0.004215772094649521,0.0002973844124721922,0.0006753273213839124,2.9941848460830025,3.8039227942301164
0.0,2.0,-0.2,Generalised Hyperbolic,-0.22466484391634886,0.22466484391634886,1.4993354118368156,False,inside,0.029821144478353524,0.0050585152162962305,0.004940426726280221,0.017734703112082147,0.005470266404021821,0.0023412129535280886,0.006158363291121167,0.001558652833560636,0.00010201737741941108,0.0028016151045850875,0.0003451990374033686,0.00048720159187465653,0.7662426785627202,2.385631423306156
0.0,2.0,0.0,Generalised Hyperbolic,0.0,0.0,1.4322146542400853,False,inside,0.026334807278032932,0.0028592124565440837,0.004382359280786213,0.014965361289376108,0.0038625829913733773,0.002166814360860631,0.004723076538164227,0.001387340174177065,6.563838731332532e-05,0.00199811686677306,7.946665968709904e-05,0.00027626587027238664,1.5863451079679265,0.861859972416533
0.0,2.0,0.2,Generalised Hyperbolic,0.22466484391634886,0.22466484391634886,1.4993354118368156,False,inside,0.022592746654144125,0.00015704097592742286,0.004410783767772035,0.012151917338071408,0.0022881081418587735,0.0024546934405127088,0.0034174438909874622,0.001644424149083752,0.0004136406665782629,0.0013247808094271423,0.000396406052238498,1.224862581598006e-05,5.037937349938827,1.5582654913800087
0.0,2.0,0.5,Generalised Hyperbolic,0.5645815438350358,0.5645815438350358,1.8572764401155295,False,inside,0.01658808334666831,0.005025193625645212,0.006147301475589381,0.008001917327885483,0.00021411654037912717,0.0039898440790242795,0.0017929853251542815,0.002747267503509894,0.0012158685958150854,0.0005856049965186103,0.0014851556484822624,0.0004170036149288668,10.53139388274271,8.094282042212933
0.0,3.0,-0.5,Generalised Hyperbolic,-0.3039635293640375,0.3039635293640375,1.1027616510400753,False,inside,0.030812311132465717,0.0038579524570150243,0.003756331764948672,0.018014772989974014,0.003913900010798135,0.001680567853225727,0.005944330205520858,0.0009695514189746969,0.00021829604084284797,0.002575582658283397,0.00038057388342144444,0.0004629729454575342,0.9461672246917853,2.252772549320129
0.0,3.0,-0.2,Generalised Hyperbolic,-0.12117289316619954,0.12117289316619954,0.9956414313928543,False,inside,0.027741943830049378,0.0025607602724021447,0.003153065999051654,0.015535602837892246,0.002812256242938514,0.0014304078886489147,0.0046663361818036235,0.000725255361356902,0.00012915034359364374,0.0018785234365770002,0.0002490287002405013,0.0003160035348839321,0.26052178343225785,1.3200659116637274
0.0,3.0,0.0,Generalised Hyperbolic,0.0,0.0,0.9754255127288296,False,inside,0.02557908677643706,0.0015597256878964391,0.002914588810217531,0.01385936296488264,0.002122092411871751,0.001405943373970488,0.0038735964006101613,0.0007185051381832413,8.510393036158075e-06,0.001474095217041654,9.318294007108676e-05,0.00020035553937363575,1.3176635579971814,0.46771242594394313
0.0,3.0,0.2,Generalised Hyperbolic,0.12117289316619954,0.12117289316619954,0.9956414313928543,False,inside,0.023324086843945588,0.00043637564126354847,0.002863632022249832,0.012174342217116314,0.0014461478246205715,0.0015309670446836243,0.0031364201979873067,0.0008231182941104069,0.00016418835401846993,0.0011200847978039804,0.0001128643623771275,7.3976592217034e-05,2.5967107588524065,0.6750941346740245
0.0,3.0,0.5,Generalised Hyperbolic,0.3039635293640375,0.3039635293640375,1.1027616510400753,False,inside,0.019776874190860785,0.0015178953365042464,0.0032890942465862057,0.009658243921504899,0.00041177207948472905,0.002071163139436342,0.0021522438244592442,0.0011693170403054304,0.0005151925502986598,0.0006866024181047307,0.0005136674367533613,0.00012443656752526258,4.737550030676506,3.207364253350345
0.5,1.5,-0.5,Generalised Hyperbolic,-0.8692335003049426,0.8692335003049426,2.5406398495302724,True,outside,0.03857047073250753,0.008877559869545998,0.007963815317014768,0.025351708501902,0.010996618966522993,0.004141209839654329,0.010828925627697446,0.0049393246934934,0.00015946134953200714,0.005751089771789682,0.00025896565956203856,0.0007498119458349724,4.679839422567344,4.746964889543346
0.5,1.5,-0.2,Generalised Hyperbolic,-0.3530898191641723,0.3530898191641723,1.820625706116,False,inside,0.032109346813463606,0.0066812644450006675,0.005733794359601488,0.0197919825066104,0.0072973987570126055,0.002728076673990821,0.007397538927947153,0.002228498351504001,0.00011770930863815986,0.0035510533411092123,0.00037229970008642805,0.0006029859326382885,1.9763651097347938,3.1893017779480037
0.5,1.5,0.0,Generalised Hyperbolic,0.0,0.0,1.6800000000000068,False,inside,0.026942069056257536,0.0033667982037680344,0.004856989311070283,0.015655168608141007,0.004716854051846454,0.0023846265745042575,0.005177353144025203,0.0017566738866468014,7.599672292114314e-05,0.0022660077230373956,5.5661486354409255e-05,0.0003086886931741757,1.4966461464572902,1.133497723203593
0.5,1.5,0.2,Generalised Hyperbolic,0.3530898191641723,0.3530898191641723,1.820625706116,False,inside,0.02118970841062152,0.001462757754797716,0.005179272078405964,0.01137465606397186,0.0019394835963453382,0.002987149189845207,0.003193182684629385,0.002259946449930528,0.0006549670061063825,0.0012354316188760794,0.0007878143659664175,0.00011175006742867905,7.709161225461417,2.9064073178296845
0.5,1.5,0.5,Generalised Hyperbolic,0.8692335003049426,0.8692335003049426,2.5406398495302724,True,outside,0.01205025745114336,0.011532983656195232,0.009268966333681797,0.005383047585579899,0.0029464922116666592,0.006014198454126107,0.0010357183861002407,0.004459702313944539,0.0019404181647512942,0.0003019531867098941,0.002863483368378663,0.0007293914349140961,51.057020061470105,16.197883273615
0.5,2.0,-0.5,Generalised Hyperbolic,-0.5744873082499538,0.5744873082499538,1.7273032929066146,False,inside,0.035060587324790844,0.0065149354889475,0.005685451273678824,0.021946525191972016,0.00715611285634318,0.0027232194999521897,0.008422967913659736,0.002428677783047315,0.00015360696725270732,0.004111011700120747,0.00030904834386460056,0.0006676481919610637,2.7258269909929735,3.601615892077389
0.5,2.0,-0.2,Generalised Hyperbolic,-0.23074910581848992,0.23074910581848992,1.3966146836577824,False,inside,0.03008648062674103,0.00445786038668804,0.004387195208545653,0.017798286937104647,0.004862000430392508,0.002008748508700836,0.006061745756741937,0.0013528610532047985,0.00016328178713372662,0.002699859421286659,0.00034940890068814066,0.00047173203371974953,0.7086735362516173,2.2875953244282843
