pi_up,pi_down,delta_up,delta_down,distribution,gamma1,abs_gamma1,gamma2,neg_density,envelope,p_true_-2.0,err_edge_-2.0,err_sad_-2.0,p_true_-2.33,err_edge_-2.33,err_sad_-2.33,p_true_-3.0,err_edge_-3.0,err_sad_-3.0,p_true_-3.5,err_edge_-3.5,err_sad_-3.5,es_relerr_edge,es_relerr_sad
0.02,0.01,3.0,7.0,Two-sided jump,-1.316620773257425,1.316620773257425,8.606469225830889,True,outside,0.032067630856249536,0.010468552502389435,0.06526939089079689,0.01959845818465991,0.0437433734907121,0.054849794764488896,0.011277629660865696,0.0636357861283176,0.030990058956301015,0.010161709460555689,0.04730642594674699,0.017027014685864036,24.88600467009536,19.972642945518064
0.02,0.01,5.0,3.0,Two-sided jump,1.053274074085144,1.053274074085144,4.63741876408262,True,outside,0.03031736286186888,0.03031736286186888,0.017949252217734152,0.016943962226662806,0.016943962226662806,0.015232369915910808,0.0062096711276178424,0.00486546561377734,0.007442066835802823,0.0032493646157928506,0.009701151611739563,0.0037464415517639645,35.66079346421001,17.672186017063297
0.02,0.01,5.0,5.0,Two-sided jump,0.4974298205657823,0.4974298205657823,5.508406397184411,True,outside,0.031863499041828454,0.01274087716005317,0.03691841027445363,0.01937277741160794,0.006517323698918758,0.029706902665035267,0.010886989756801699,0.0216907115361235,0.013158262349615988,0.009371032685861265,0.01608682091752374,0.004412627880577686,3.6430321345627887,7.807013530328545
0.02,0.01,5.0,7.0,Two-sided jump,-0.35153692485323373,0.35153692485323373,8.50222963608946,True,outside,0.031972175206963396,0.014952773905336513,0.065482027881608,0.019482089144928258,0.02554620098455207,0.055531966433299634,0.011141091742903857,0.06047264411838374,0.03212245269542748,0.010036778407759489,0.050765585809897235,0.018184122628557734,372.2385461953356,18.16628346297793
0.02,0.01,7.0,3.0,Two-sided jump,2.110349736972984,2.110349736972984,10.065506234718528,True,outside,0.03031735652779249,0.03031735652779249,0.033958661390316,0.016943960735591623,0.016943960735591623,0.030412603428693008,0.006209671070287772,0.006209671070287772,0.018862250835413607,0.003249364611994944,0.009155319567782504,0.01212625775565478,787.9452499636174,45.324235614339635
0.02,0.01,7.0,5.0,Two-sided jump,1.5975574898763043,1.5975574898763043,9.712221196587139,True,outside,0.03185895534966185,0.03185895534966185,0.04551364096362444,0.01937079828758725,0.01937079828758725,0.03895691607987413,0.010886719834525674,0.010886719834525674,0.021486213570275067,0.009370986163843369,0.013334007873451416,0.011207055015078437,413.94683537407997,5.588916776854146
0.02,0.01,7.0,7.0,Two-sided jump,0.8174320160446603,0.8174320160446603,10.68199594839553,True,outside,0.031876725233327685,0.031876725233327685,0.067822766024533,0.019409929763825943,0.019409929763825943,0.058810242864198226,0.011109630671723878,0.025267854856557186,0.03607028723315053,0.010023463493321526,0.044278077408110544,0.021949523818561523,411.33837411207435,12.722559305407282
0.02,0.02,3.0,3.0,Two-sided jump,0.0,0.0,1.5309795728665443,False,inside,0.03834868941712482,0.0039783080987627825,0.011315417893801402,0.024186869615862038,0.005331585493813851,0.0067977695185520055,0.011096982048127311,0.0024658403877874727,8.373017278627201e-06,0.006270845778953812,4.981280466684508e-05,0.0013831845432356084,1.7788925707485792,4.229709592409104
0.02,0.02,3.0,5.0,Two-sided jump,-0.8572046034681763,0.8572046034681763,4.3971143304196065,True,outside,0.041622774339982155,0.016645417031477504,0.04822222065772874,0.029184860499915557,0.028337257575007924,0.03695884475557354,0.02051400160430293,0.028534338413569685,0.013910147042815645,0.018540718703930776,0.015848638595821554,0.002055960229617418,14.655659883031086,13.040236686347827
0.02,0.02,3.0,7.0,Two-sided jump,-1.903568784710475,1.903568784710475,9.40146639285104,True,outside,0.04184012667025202,0.010967269730529514,0.08728852580885751,0.02949190133921119,0.009875208108465022,0.07422479524953117,0.021232359231002147,0.04617922418676538,0.044201582168139096,0.02009544242285336,0.05507446288292452,0.025667573513291485,20.580575823328257,14.727052960822764
0.02,0.02,5.0,3.0,Two-sided jump,0.8572046034681765,0.8572046034681765,4.397114330419608,True,outside,0.03833959641449655,0.02935794433721957,0.017895223583249728,0.024182910405342352,0.01700546122579445,0.014040127387403761,0.011096442184238182,0.003544820319597096,0.005780375104661936,0.006270752734130886,0.008272976094542996,0.002642948333436242,21.57560178421999,8.8218755332782
0.02,0.02,5.0,5.0,Two-sided jump,0.0,0.0,5.51443730231609,True,outside,0.0414318687744157,0.010311888154449552,0.048816015075129816,0.029040540775232628,0.009888053880451098,0.03826948696128003,0.020451079442605893,0.027170073270373726,0.01575201543759676,0.018514088874267715,0.020869689233011465,0.0038008492370715206,9.88142707918011,9.919133621233001
0.02,0.02,5.0,7.0,Two-sided jump,-1.0693708027693274,1.0693708027693274,8.715986057937304,True,outside,0.04164922110468557,0.030141361954604547,0.08689178636503822,0.02925916424187325,0.00198999887994597,0.07420463534445497,0.02095928341481021,0.04940639442386882,0.04466411113174966,0.019845580318064163,0.05803572190934346,0.026273167574639242,395.2644315219926,13.908085578824894
0.02,0.02,7.0,3.0,Two-sided jump,1.903568784710475,1.903568784710475,9.40146639285104,True,outside,0.03833958374636937,0.03833958374636937,0.031612603727237405,0.024182907423202293,0.024182907423202293,0.027674557623611064,0.011096442069578053,0.011096442069578053,0.01670530127791565,0.006270752726535074,0.004482749825568354,0.010939790507901349,606.8611673703219,31.418668431619775
0.02,0.02,7.0,5.0,Two-sided jump,1.0693708027693274,1.0693708027693274,8.715986057937304,True,outside,0.04142278139010808,0.04142278139010808,0.05273239744860886,0.029036582527193544,0.029036582527193544,0.04347691042904997,0.020450539598053857,0.0072000096380940015,0.021600553766033103,0.018513995830231923,0.013281220944376566,0.009118784056911765,325.04283276687204,1.1090092786545303
0.02,0.02,7.0,7.0,Two-sided jump,0.0,0.0,9.735092594405574,True,outside,0.041458321157439755,0.041458321157439755,0.08680604160108202,0.029114845479670925,0.029114845479670925,0.0748962858816566,0.020896361272450262,0.023651565827689163,0.04629823622130215,0.019818950489188237,0.04906589571933441,0.028180640584305656,470.38319349714465,10.858338957327074
